# Sampler used:	class gr.ntua.ece.cslab.panic.core.samplers.GreedyDimensionSampler
# Date:	Fri Aug 01 16:25:33 EEST 2014
Model	MSE	Average	Deviation	R
Discretization			22185.45166	148.94782	108.51269	-0.22590
LinearRegression			19814.33628	140.76341	80.76781	-0.09488
MLPerceptron			27516.42899	165.88077	106.87377	-0.52047
LeastSquares			20489.50495	143.14156	79.15935	-0.13218
RBF			20167.64509	142.01283	81.99652	-0.11440
IsoRegression			24060.62248	155.11487	101.26505	-0.32951
BagClassify			17604.46938	132.68184	86.95281	0.02723
RandomSubSpaces			19830.17627	140.81966	88.24187	-0.09575
GaussianCurves			18238.67567	135.05064	78.98792	-0.00781
# Sampler used:	class gr.ntua.ece.cslab.panic.core.samplers.UniformSampler
# Date:	Fri Aug 01 16:25:33 EEST 2014
Model	MSE	Average	Deviation	R
Discretization			42295.15462	205.65786	152.21653	-1.33709
LinearRegression			37348.81547	193.25842	155.01291	-1.06377
MLPerceptron			48281.90308	219.73143	163.77430	-1.66790
LeastSquares			63915.31193	252.81478	203.87945	-2.53175
RBF			26675.56381	163.32656	135.37500	-0.47401
IsoRegression			42307.36753	205.68755	152.30930	-1.33777
BagClassify			22768.49781	150.89234	122.16384	-0.25811
RandomSubSpaces			26265.60062	162.06665	132.54848	-0.45135
GaussianCurves			28654.94927	169.27773	135.93786	-0.58338
# Sampler used:	class gr.ntua.ece.cslab.panic.core.samplers.RandomSampler
# Date:	Fri Aug 01 16:25:34 EEST 2014
Model	MSE	Average	Deviation	R
Discretization			19616.93647	140.06047	95.54735	-0.08397
LinearRegression			20947.35567	144.73201	102.77514	-0.15748
MLPerceptron			78966.68780	281.01012	229.35456	-3.36344
LeastSquares			28140.74577	167.75204	121.33217	-0.55497
RBF			19022.07421	137.92054	94.39462	-0.05110
IsoRegression			20940.08827	144.70690	83.82978	-0.15708
BagClassify			19473.37309	139.54703	95.51592	-0.07604
RandomSubSpaces			19274.55333	138.83283	95.07025	-0.06505
GaussianCurves			18671.90219	136.64517	90.84094	-0.03175
