# Sampler used:	class gr.ntua.ece.cslab.panic.core.samplers.GreedyDimensionSampler
# Date:	Fri Aug 01 16:25:47 EEST 2014
Model	MSE	Average	Deviation	R
Discretization			18651.74859	136.57140	99.55129	-0.03064
LinearRegression			17147.13760	130.94708	90.48914	0.05250
MLPerceptron			31008.00170	176.09089	126.92307	-0.71340
LeastSquares			19624.70925	140.08822	81.19404	-0.08440
RBF			19849.14229	140.88698	101.73283	-0.09680
IsoRegression			18320.93680	135.35486	94.54835	-0.01236
BagClassify			17775.90465	133.32631	94.32911	0.01776
RandomSubSpaces			17095.68751	130.75048	96.44308	0.05535
GaussianCurves			16841.72462	129.77567	93.04273	0.06938
# Sampler used:	class gr.ntua.ece.cslab.panic.core.samplers.UniformSampler
# Date:	Fri Aug 01 16:25:47 EEST 2014
Model	MSE	Average	Deviation	R
Discretization			19729.03080	140.46007	98.65549	-0.09016
LinearRegression			17524.19247	132.37897	87.46911	0.03167
MLPerceptron			25611.58592	160.03620	108.13071	-0.41521
LeastSquares			20972.33675	144.81829	80.69930	-0.15886
RBF			18266.65628	135.15419	98.54650	-0.00936
IsoRegression			17741.83479	133.19848	89.24790	0.01964
BagClassify			16422.26558	128.14939	87.81635	0.09256
RandomSubSpaces			16198.19405	127.27213	90.58390	0.10494
GaussianCurves			16656.06613	129.05838	88.02157	0.07964
# Sampler used:	class gr.ntua.ece.cslab.panic.core.samplers.RandomSampler
# Date:	Fri Aug 01 16:25:48 EEST 2014
Model	MSE	Average	Deviation	R
Discretization			16264.17827	127.53109	87.40737	0.10129
LinearRegression			17014.03149	130.43785	83.79364	0.05986
MLPerceptron			21249.02157	145.77044	110.06351	-0.17415
LeastSquares			21853.00632	147.82762	83.72583	-0.20753
RBF			20580.97528	143.46071	106.22379	-0.13724
IsoRegression			18275.37704	135.18645	85.87668	-0.00984
BagClassify			18209.95572	134.94427	89.06619	-0.00622
RandomSubSpaces			17044.65455	130.55518	88.06609	0.05817
GaussianCurves			18463.22453	135.87945	91.03992	-0.02022
