# Sampler used:	class gr.ntua.ece.cslab.panic.core.samplers.GreedyDimensionSampler
# Date:	Fri Aug 01 16:25:41 EEST 2014
Model	MSE	Average	Deviation	R
Discretization			20713.55719	143.92205	96.69124	-0.14456
LinearRegression			17223.46694	131.23821	90.48154	0.04829
MLPerceptron			22689.42351	150.63009	96.39127	-0.25374
LeastSquares			20164.61633	142.00217	83.08917	-0.11423
RBF			19714.63456	140.40881	105.66828	-0.08937
IsoRegression			19203.30650	138.57600	101.34894	-0.06111
BagClassify			17669.32186	132.92600	91.88437	0.02365
RandomSubSpaces			17681.13877	132.97044	101.08708	0.02300
GaussianCurves			16509.82514	128.49056	92.04993	0.08772
# Sampler used:	class gr.ntua.ece.cslab.panic.core.samplers.UniformSampler
# Date:	Fri Aug 01 16:25:41 EEST 2014
Model	MSE	Average	Deviation	R
Discretization			36926.31439	192.16221	129.21513	-1.04043
LinearRegression			24044.23322	155.06203	119.01057	-0.32861
MLPerceptron			43287.81073	208.05723	136.01182	-1.39194
LeastSquares			19713.62353	140.40521	77.22263	-0.08931
RBF			27290.31193	165.19780	128.90740	-0.50797
IsoRegression			25576.98449	159.92806	118.66875	-0.41330
BagClassify			21378.04499	146.21233	103.08534	-0.18128
RandomSubSpaces			20179.94147	142.05612	107.74166	-0.11508
GaussianCurves			23746.65745	154.09951	114.69727	-0.31216
# Sampler used:	class gr.ntua.ece.cslab.panic.core.samplers.RandomSampler
# Date:	Fri Aug 01 16:25:42 EEST 2014
Model	MSE	Average	Deviation	R
Discretization			25547.04326	159.83442	103.02295	-0.41165
LinearRegression			20229.17394	142.22930	104.70812	-0.11780
MLPerceptron			25290.62773	159.03027	112.66952	-0.39748
LeastSquares			18764.95223	136.98523	77.22488	-0.03689
RBF			20408.11908	142.85699	104.42092	-0.12769
IsoRegression			17450.36142	132.09982	87.69486	0.03575
BagClassify			18273.73852	135.18039	90.49141	-0.00975
RandomSubSpaces			17474.75318	132.19211	92.96047	0.03440
GaussianCurves			17580.38403	132.59104	89.49454	0.02856
