# Sampler used:	class gr.ntua.ece.cslab.panic.core.samplers.GreedyDimensionSampler
# Date:	Fri Aug 01 16:25:38 EEST 2014
Model	MSE	Average	Deviation	R
Discretization			21237.13624	145.72967	103.56755	-0.17350
LinearRegression			19377.40077	139.20273	81.13368	-0.07073
MLPerceptron			22254.90697	149.18079	85.65982	-0.22973
LeastSquares			20534.55223	143.29882	78.78375	-0.13467
RBF			22625.59089	150.41805	104.96530	-0.25022
IsoRegression			20279.03094	142.40446	89.54497	-0.12055
BagClassify			17873.68202	133.69249	83.44124	0.01236
RandomSubSpaces			16899.07129	129.99643	87.27535	0.06621
GaussianCurves			18037.30061	134.30302	81.74047	0.00332
# Sampler used:	class gr.ntua.ece.cslab.panic.core.samplers.UniformSampler
# Date:	Fri Aug 01 16:25:39 EEST 2014
Model	MSE	Average	Deviation	R
Discretization			19097.91973	138.19522	85.48559	-0.05529
LinearRegression			18099.80813	134.53553	81.74973	-0.00014
MLPerceptron			24120.71504	155.30845	101.72782	-0.33283
LeastSquares			18344.89592	135.44333	77.92551	-0.01368
RBF			19653.63268	140.19141	97.83547	-0.08600
IsoRegression			18552.03591	136.20586	82.48207	-0.02513
BagClassify			17311.81390	131.57437	85.62708	0.04341
RandomSubSpaces			16875.91492	129.90733	86.17359	0.06749
GaussianCurves			16828.54727	129.72489	80.79953	0.07011
# Sampler used:	class gr.ntua.ece.cslab.panic.core.samplers.RandomSampler
# Date:	Fri Aug 01 16:25:39 EEST 2014
Model	MSE	Average	Deviation	R
Discretization			23781.83509	154.21360	100.93060	-0.31411
LinearRegression			26712.35437	163.43915	114.07152	-0.47604
MLPerceptron			26060.93701	161.43400	108.87874	-0.44004
LeastSquares			20279.24749	142.40522	81.05996	-0.12057
RBF			23283.59558	152.58963	102.83488	-0.28658
IsoRegression			24055.61461	155.09873	107.59435	-0.32924
BagClassify			22332.84485	149.44178	98.54424	-0.23404
RandomSubSpaces			25548.84419	159.84006	109.13545	-0.41175
GaussianCurves			24742.53095	157.29759	105.55815	-0.36719
