# Sampler used:	class gr.ntua.ece.cslab.panic.core.samplers.GreedyDimensionSampler
# Date:	Fri Aug 01 16:25:50 EEST 2014
Model	MSE	Average	Deviation	R
Discretization			20378.47415	142.75319	108.21824	-0.12605
LinearRegression			22080.98913	148.59673	112.78471	-0.22012
MLPerceptron			16650.25356	129.03586	85.51738	0.07996
LeastSquares			18674.70107	136.65541	79.21791	-0.03190
RBF			22642.59086	150.47455	114.75250	-0.25116
IsoRegression			18869.29753	137.36556	99.47118	-0.04266
BagClassify			22211.20780	149.03425	112.87329	-0.22732
RandomSubSpaces			18218.63671	134.97643	102.66253	-0.00670
GaussianCurves			19574.01603	139.90717	107.52708	-0.08160
# Sampler used:	class gr.ntua.ece.cslab.panic.core.samplers.UniformSampler
# Date:	Fri Aug 01 16:25:50 EEST 2014
Model	MSE	Average	Deviation	R
Discretization			17672.16254	132.93669	86.14663	0.02349
LinearRegression			17348.09739	131.71218	85.45740	0.04140
MLPerceptron			17493.02074	132.26118	86.81945	0.03339
LeastSquares			20028.77004	141.52304	79.65203	-0.10673
RBF			18868.87501	137.36402	94.68099	-0.04263
IsoRegression			17695.53077	133.02455	87.64972	0.02220
BagClassify			17659.51264	132.88910	89.75130	0.02419
RandomSubSpaces			17564.71880	132.53195	90.33214	0.02943
GaussianCurves			17037.84978	130.52911	86.70004	0.05854
# Sampler used:	class gr.ntua.ece.cslab.panic.core.samplers.RandomSampler
# Date:	Fri Aug 01 16:25:51 EEST 2014
Model	MSE	Average	Deviation	R
Discretization			21478.66843	146.55602	108.28764	-0.18684
LinearRegression			19848.04622	140.88309	106.91652	-0.09674
MLPerceptron			24975.37724	158.03600	104.27733	-0.38006
LeastSquares			21240.58567	145.74150	90.04782	-0.17369
RBF			19780.31227	140.64250	105.29014	-0.09300
IsoRegression			19437.95384	139.42006	104.84742	-0.07408
BagClassify			17060.23945	130.61485	95.03616	0.05731
RandomSubSpaces			17501.35637	132.29269	96.23734	0.03293
GaussianCurves			18739.32798	136.89167	100.25655	-0.03547
