# Created: Fri Aug 01 15:29:56 EEST 2014
# Active sampler: class gr.ntua.ece.cslab.panic.core.samplers.GreedyDimensionSampler
# Runtime options:
#	input:	input/terasort.csv
#	sampling-rate:	0.08
#	output:	results/terasort/values-0.08.csv
#	metrics-output:	results/terasort/metrics-0.08.csv
#
# Points picked
# 	(1.0, 10.0, 2.0)
# 	(1.0, 50.0, 2.0)
# 	(4.0, 10.0, 2.0)
# 	(4.0, 50.0, 2.0)
# 	(1.0, 10.0, 10.0)
# 	(1.0, 50.0, 10.0)
# 	(4.0, 10.0, 10.0)
# 	(4.0, 50.0, 10.0)
# 	(2.0, 50.0, 7.0)
# 	(4.0, 30.0, 10.0)
x2	x3	x1	objective	MLPerceptron	IsoRegression	BagClassify	GaussianCurves	Discretization	RandomSubSpaces	LeastSquares	RBF	LinearRegression	
4.0	40.0	4.0	135.6200	133.0014	253.0100	243.7116	183.5015	295.3567	232.2795	239.2761	190.2032	250.7915	
4.0	50.0	4.0	147.7500	141.9463	332.7300	243.7116	208.2541	295.3567	232.2795	306.0413	190.5049	309.9846	
1.0	10.0	5.0	100.1100	169.9606	143.8150	205.9810	161.6317	156.4767	187.5630	85.5056	190.2973	73.2122	
1.0	20.0	5.0	150.1000	141.0216	143.8150	205.9810	171.3539	156.4767	187.5630	152.2708	190.5623	132.4053	
1.0	30.0	5.0	199.1300	145.2997	143.8150	205.9810	204.6905	156.4767	187.5630	219.0360	191.5506	191.5984	
1.0	40.0	5.0	256.9800	294.7301	253.0100	262.6234	249.8435	156.4767	232.2795	285.8012	195.9058	250.7915	
1.0	50.0	5.0	306.4200	378.8877	332.7300	262.6234	283.3014	156.4767	232.2795	352.5664	215.6877	309.9846	
2.0	10.0	5.0	72.5300	178.0813	143.8150	187.0692	147.6263	156.4767	187.5630	63.1107	190.1742	73.2122	
2.0	20.0	5.0	101.6800	148.4431	143.8150	187.0692	151.2705	156.4767	187.5630	129.8759	190.2396	132.4053	
2.0	30.0	5.0	128.9900	123.8317	143.8150	187.0692	180.5707	156.4767	187.5630	196.6411	190.4857	191.5984	
2.0	40.0	5.0	158.8800	163.8557	253.0100	243.7116	225.3565	156.4767	232.2795	263.4063	191.6083	250.7915	
2.0	50.0	5.0	191.0900	333.0071	332.7300	243.7116	262.1559	156.4767	232.2795	330.1715	197.6433	309.9846	
4.0	10.0	5.0	51.2800	191.5860	143.8150	187.0692	149.3459	156.4767	187.5630	18.3210	190.1383	73.2122	
4.0	20.0	5.0	71.6400	166.8703	143.8150	187.0692	141.0902	156.4767	187.5630	85.0862	190.1455	132.4053	
4.0	30.0	5.0	97.8800	135.6168	143.8150	187.0692	150.8996	156.4767	187.5630	151.8514	190.1723	191.5984	
4.0	40.0	5.0	100.7400	111.0993	253.0100	243.7116	175.9937	156.4767	232.2795	218.6167	190.2963	250.7915	
4.0	50.0	5.0	124.5700	117.4414	332.7300	243.7116	202.9595	156.4767	232.2795	285.3819	191.0006	309.9846	
1.0	10.0	6.0	90.7600	144.0469	143.8150	195.6398	157.6245	156.4767	180.8544	64.8461	190.5681	73.2122	
1.0	20.0	6.0	125.4400	116.9502	143.8150	195.6398	165.9569	156.4767	180.8544	131.6113	191.2680	132.4053	
1.0	30.0	6.0	174.1600	119.1150	143.8150	195.6398	198.5506	156.4767	180.8544	198.3765	193.8330	191.5984	
1.0	40.0	6.0	247.1600	252.9998	253.0100	252.2822	243.9520	156.4767	225.5709	265.1417	204.3527	250.7915	
1.0	50.0	6.0	296.7600	370.4092	332.7300	252.2822	278.5631	156.4767	225.5709	331.9069	240.2155	309.9846	
2.0	10.0	6.0	67.8700	153.5391	143.8150	176.7280	142.6054	156.4767	180.8544	42.4512	190.2411	73.2122	
2.0	20.0	6.0	88.4400	123.2772	143.8150	176.7280	144.4992	156.4767	180.8544	109.2164	190.4150	132.4053	
2.0	30.0	6.0	113.0500	104.9781	143.8150	176.7280	172.9004	156.4767	180.8544	175.9816	191.0661	191.5984	
2.0	40.0	6.0	145.1200	133.9193	253.0100	233.3704	218.0647	156.4767	225.5709	242.7468	193.9808	250.7915	
2.0	50.0	6.0	169.2200	303.2106	332.7300	233.3704	256.3660	156.4767	225.5709	309.5120	208.2248	309.9846	
4.0	10.0	6.0	50.8700	171.7949	143.8150	176.7280	144.8203	156.4767	180.8544	-2.3384	190.1456	73.2122	
4.0	20.0	6.0	75.5600	140.7876	143.8150	176.7280	134.9418	156.4767	180.8544	64.4268	190.1646	132.4053	
4.0	30.0	6.0	95.8300	113.2218	143.8150	176.7280	143.9789	156.4767	180.8544	131.1920	190.2362	191.5984	
4.0	40.0	6.0	101.3000	97.3461	253.0100	233.3704	169.5410	156.4767	225.5709	197.9572	190.5653	250.7915	
4.0	50.0	6.0	143.5000	102.8684	332.7300	233.3704	197.9851	156.4767	225.5709	264.7224	192.4143	309.9846	
1.0	10.0	7.0	80.2900	119.7058	143.8150	187.3098	155.3746	156.4767	180.8544	44.1866	191.4366	73.2122	
1.0	20.0	7.0	122.0600	100.7569	143.8150	187.3098	162.3573	156.4767	180.8544	110.9518	193.4968	132.4053	
1.0	30.0	7.0	152.8100	103.5076	143.8150	187.3098	193.5499	156.4767	180.8544	177.7170	200.6513	191.5984	
1.0	40.0	7.0	193.4800	213.0749	253.0100	243.9522	238.0561	156.4767	225.5709	244.4822	224.7166	250.7915	
1.0	50.0	7.0	250.6200	360.2535	332.7300	243.9522	272.7816	156.4767	225.5709	311.2474	271.7278	309.9846	
2.0	10.0	7.0	64.4800	127.7966	143.8150	176.7280	139.7971	156.4767	180.8544	21.7918	190.4571	73.2122	
2.0	20.0	7.0	88.3300	104.7104	143.8150	176.7280	140.1719	156.4767	180.8544	88.5570	190.9795	132.4053	
2.0	30.0	7.0	112.3300	94.1034	143.8150	176.7280	167.1354	156.4767	180.8544	155.3222	192.9076	191.5984	
2.0	40.0	7.0	129.3400	114.5283	253.0100	233.3704	211.5324	156.4767	225.5709	222.0874	201.0456	250.7915	
2.0	50.0	7.0	151.7200	269.0330	332.7300	233.3704	250.1770	156.4767	225.5709	288.8526	231.9112	309.9846	
4.0	10.0	7.0	52.9000	146.1647	143.8150	176.7280	142.2342	156.4767	180.8544	-22.9979	190.1692	73.2122	
4.0	20.0	7.0	63.4200	117.1436	143.8150	176.7280	131.1685	156.4767	180.8544	43.7673	190.2266	132.4053	
4.0	30.0	7.0	76.1400	98.5166	143.8150	176.7280	139.3180	156.4767	180.8544	110.5325	190.4424	191.5984	
4.0	40.0	7.0	92.0200	89.9460	253.0100	233.3704	164.6878	156.4767	225.5709	177.2977	191.4284	250.7915	
4.0	50.0	7.0	126.5500	94.4823	332.7300	233.3704	193.7546	156.4767	225.5709	244.0629	196.7688	309.9846	
1.0	10.0	8.0	84.5100	102.4440	143.8150	187.3098	155.0343	156.4767	180.8544	23.5271	194.4871	73.2122	
1.0	20.0	8.0	107.5200	91.6842	143.8150	187.3098	160.8013	156.4767	180.8544	90.2923	200.9276	132.4053	
1.0	30.0	8.0	142.7300	94.6409	143.8150	187.3098	190.0385	156.4767	180.8544	157.0575	219.8133	191.5984	
1.0	40.0	8.0	178.7000	177.4633	253.0100	243.9522	232.5813	156.4767	225.5709	223.8227	259.5292	250.7915	
1.0	50.0	8.0	236.4800	346.2909	332.7300	243.9522	266.3877	156.4767	225.5709	290.5879	294.7948	309.9846	
2.0	10.0	8.0	56.4400	107.7121	143.8150	176.7280	139.3976	156.4767	180.8544	1.1323	191.2356	73.2122	
2.0	20.0	8.0	73.5000	93.7182	143.8150	176.7280	138.5899	156.4767	180.8544	67.8975	192.9858	132.4053	
2.0	30.0	8.0	92.7600	88.4607	143.8150	176.7280	163.6814	156.4767	180.8544	134.6627	199.1381	191.5984	
2.0	40.0	8.0	114.5700	102.3438	253.0100	233.3704	206.2280	156.4767	225.5709	201.4279	220.7225	250.7915	
2.0	50.0	8.0	136.9900	231.9654	332.7300	233.3704	244.0437	156.4767	225.5709	268.1931	267.3010	309.9846	
4.0	10.0	8.0	51.7300	121.4514	143.8150	176.7280	141.7836	156.4767	180.8544	-43.6574	190.2549	73.2122	
4.0	20.0	8.0	60.3200	100.8625	143.8150	176.7280	130.0527	156.4767	180.8544	23.1078	190.4513	132.4053	
4.0	30.0	8.0	90.0200	90.4442	143.8150	176.7280	137.2625	156.4767	180.8544	89.8730	191.1857	191.5984	
4.0	40.0	8.0	96.5300	86.2836	253.0100	233.3704	161.7926	156.4767	225.5709	156.6382	194.4606	250.7915	
4.0	50.0	8.0	105.4300	89.6839	332.7300	233.3704	190.5809	156.4767	225.5709	223.4034	210.1704	309.9846	
1.0	10.0	9.0	84.2700	92.4950	143.8150	187.3098	156.5549	156.4767	180.8544	2.8677	205.4577	73.2122	
1.0	20.0	9.0	121.5000	87.1086	143.8150	187.3098	161.2975	156.4767	180.8544	69.6329	223.3968	132.4053	
1.0	30.0	9.0	150.8700	89.6630	143.8150	187.3098	188.1498	156.4767	180.8544	136.3981	257.1276	191.5984	
1.0	40.0	9.0	158.6200	148.3788	253.0100	243.9522	227.8100	156.4767	225.5709	203.1633	290.3785	250.7915	
1.0	50.0	9.0	218.6400	326.7369	332.7300	243.9522	259.7576	156.4767	225.5709	269.9285	304.6959	309.9846	
2.0	10.0	9.0	58.9600	95.3614	143.8150	176.7280	141.3557	156.4767	180.8544	-19.5272	194.3121	73.2122	
2.0	20.0	9.0	74.2100	88.0381	143.8150	176.7280	139.7533	156.4767	180.8544	47.2380	200.5173	132.4053	
2.0	30.0	9.0	94.0700	85.6729	143.8150	176.7280	162.6537	156.4767	180.8544	114.0032	218.8768	191.5984	
2.0	40.0	9.0	115.4700	94.8098	253.0100	233.3704	202.4062	156.4767	225.5709	180.7684	258.3020	250.7915	
2.0	50.0	9.0	130.9600	195.5307	332.7300	233.3704	238.3095	156.4767	225.5709	247.5336	294.2684	309.9846	
4.0	10.0	9.0	47.7800	103.5457	143.8150	176.7280	143.4550	156.4767	180.8544	-64.3168	190.6037	73.2122	
4.0	20.0	9.0	54.1300	91.6574	143.8150	176.7280	131.6080	156.4767	180.8544	2.4484	191.3604	132.4053	
4.0	30.0	9.0	72.4400	86.4434	143.8150	176.7280	137.8804	156.4767	180.8544	69.2136	194.1275	191.5984	
4.0	40.0	9.0	76.0600	84.5394	253.0100	233.3704	160.9850	156.4767	225.5709	135.9788	205.3734	250.7915	
4.0	50.0	9.0	92.1400	86.9220	332.7300	233.3704	188.6296	156.4767	225.5709	202.7440	242.5167	309.9846	
1.0	10.0	10.0	87.0600	87.4328	143.8150	187.3098	159.7027	156.4767	180.8544	-17.7918	237.0926	73.2122	
1.0	20.0	10.0	119.9100	84.9170	143.8150	187.3098	163.6315	156.4767	180.8544	48.9734	265.1293	132.4053	
1.0	30.0	10.0	149.9200	86.8536	143.8150	187.3098	187.8030	156.4767	180.8544	115.7386	291.0406	191.5984	
1.0	40.0	10.0	193.0000	126.5118	253.0100	243.9522	223.8653	156.4767	225.5709	182.5038	303.8974	250.7915	
1.0	50.0	10.0	291.0800	300.5211	332.7300	243.9522	253.1825	156.4767	225.5709	249.2690	307.6681	309.9846	
2.0	10.0	10.0	57.0400	88.8436	143.8150	176.7280	145.3905	156.4767	180.8544	-40.1867	206.6157	73.2122	
2.0	20.0	10.0	81.5700	85.3076	143.8150	176.7280	143.3773	156.4767	180.8544	26.5786	225.4461	132.4053	
2.0	30.0	10.0	95.5100	84.3167	143.8150	176.7280	163.8839	156.4767	180.8544	93.3438	259.5611	191.5984	
2.0	40.0	10.0	146.6100	90.1914	253.0100	233.3704	200.0972	156.4767	225.5709	160.1090	291.6364	250.7915	
2.0	50.0	10.0	215.5800	163.4259	332.7300	233.3704	233.1817	156.4767	225.5709	226.8742	304.9988	309.9846	
4.0	10.0	10.0	52.0700	93.0807	143.8150	176.7280	147.0338	156.4767	180.8544	-84.9763	192.1828	73.2122	
4.0	20.0	10.0	59.8200	87.0238	143.8150	176.7280	135.5878	156.4767	180.8544	-18.2111	195.3705	132.4053	
4.0	30.0	10.0	80.2200	84.5605	143.8150	176.7280	140.9659	156.4767	180.8544	48.5541	205.9628	191.5984	
4.0	40.0	10.0	86.3700	83.7198	253.0100	233.3704	162.1623	156.4767	225.5709	115.3193	236.9133	250.7915	
4.0	50.0	10.0	93.5400	85.3171	332.7300	233.3704	187.9081	156.4767	225.5709	182.0845	282.2834	309.9846	


# Created: Fri Aug 01 15:29:57 EEST 2014
# Active sampler: class gr.ntua.ece.cslab.panic.core.samplers.UniformSampler
# Runtime options:
#	input:	input/terasort.csv
#	sampling-rate:	0.08
#	output:	results/terasort/values-0.08.csv
#	metrics-output:	results/terasort/metrics-0.08.csv
#
# Points picked
# 	(1.0, 30.0, 2.0)
# 	(1.0, 20.0, 3.0)
# 	(2.0, 10.0, 4.0)
# 	(2.0, 50.0, 4.0)
# 	(4.0, 40.0, 5.0)
# 	(4.0, 30.0, 6.0)
# 	(1.0, 30.0, 7.0)
# 	(1.0, 20.0, 8.0)
# 	(2.0, 10.0, 9.0)
# 	(2.0, 50.0, 9.0)
x2	x3	x1	objective	MLPerceptron	IsoRegression	BagClassify	GaussianCurves	Discretization	RandomSubSpaces	LeastSquares	RBF	LinearRegression	
1.0	10.0	2.0	197.7700	181.4710	439.7700	175.1957	206.7419	232.1246	167.4217	100.5996	214.8066	272.3826	
1.0	20.0	2.0	378.2800	296.7142	439.7700	175.1957	237.5581	232.1246	167.4217	137.9457	214.7977	272.3826	
1.0	30.0	2.0	439.7700	439.1049	439.7700	175.1957	260.6385	232.1246	167.4217	175.2918	214.7494	272.3826	
1.0	40.0	2.0	646.0500	572.8433	439.7700	175.1957	268.3617	232.1246	167.4217	212.6378	214.6289	272.3826	
1.0	50.0	2.0	644.2200	670.2064	439.7700	175.1957	259.3889	232.1246	167.4217	249.9839	214.3373	272.3826	
2.0	10.0	2.0	122.2600	73.5573	439.7700	158.8139	179.5835	75.7633	152.6310	80.8622	213.3542	272.3826	
2.0	20.0	2.0	193.7800	114.5988	439.7700	158.8139	206.4179	75.7633	152.6310	118.2083	213.2720	272.3826	
2.0	30.0	2.0	256.8900	179.1789	439.7700	158.8139	228.6544	75.7633	152.6310	155.5544	212.8254	272.3826	
2.0	40.0	2.0	323.5800	269.6418	439.7700	158.8139	238.9926	149.6639	152.6310	192.9004	211.7239	272.3826	
2.0	50.0	2.0	407.8700	385.9070	439.7700	158.8139	235.3281	149.6639	162.2847	230.2465	209.1249	272.3826	
4.0	10.0	2.0	72.2300	43.3983	439.7700	158.8139	134.2826	75.7633	152.6310	41.3875	82.5643	272.3826	
4.0	20.0	2.0	116.1100	56.9640	439.7700	158.8139	141.9124	75.7633	152.6310	78.7335	82.5641	272.3826	
4.0	30.0	2.0	168.4500	79.2257	439.7700	158.8139	151.1776	75.7633	152.6310	116.0796	82.5635	272.3826	
4.0	40.0	2.0	237.2300	106.2276	439.7700	158.8139	159.0767	149.6639	152.6310	153.4257	82.5626	272.3826	
4.0	50.0	2.0	362.6600	130.5295	439.7700	158.8139	163.8054	149.6639	162.2847	190.7717	82.5619	272.3826	
1.0	10.0	3.0	121.6500	133.3446	219.5600	175.1957	192.4995	232.1246	167.4217	96.4635	214.5031	242.1381	
1.0	20.0	3.0	219.5600	219.6530	219.5600	175.1957	222.4927	232.1246	167.4217	133.8096	214.4787	242.1381	
1.0	30.0	3.0	290.4400	340.0223	219.5600	175.1957	246.3401	232.1246	167.4217	171.1557	214.3462	242.1381	
1.0	40.0	3.0	379.0900	476.3645	219.5600	175.1957	256.1755	232.1246	167.4217	208.5017	214.0165	242.1381	
1.0	50.0	3.0	485.7900	598.4656	219.5600	175.1957	250.0570	232.1246	167.4217	245.8478	213.2226	242.1381	
2.0	10.0	3.0	112.3200	66.6713	219.5600	158.8139	164.3694	75.7633	152.6310	76.7261	210.5908	242.1381	
2.0	20.0	3.0	170.8600	99.3423	219.5600	158.8139	190.3002	75.7633	152.6310	114.0722	210.3736	242.1381	
2.0	30.0	3.0	220.8800	146.9911	219.5600	158.8139	213.3049	75.7633	152.6310	151.4183	209.2027	242.1381	
2.0	40.0	3.0	234.0400	210.4168	219.5600	158.8139	225.8376	149.6639	152.6310	188.7644	206.3715	242.1381	
2.0	50.0	3.0	282.4400	296.9683	219.5600	158.8139	225.1755	149.6639	162.2847	226.1104	199.9955	242.1381	
4.0	10.0	3.0	66.5100	44.3336	219.5600	158.8139	124.1399	75.7633	152.6310	37.2514	82.5622	242.1381	
4.0	20.0	3.0	86.0800	58.6346	219.5600	158.8139	130.9019	75.7633	152.6310	74.5975	82.5622	242.1381	
4.0	30.0	3.0	116.7500	81.2853	219.5600	158.8139	140.3829	75.7633	152.6310	111.9435	82.5619	242.1381	
4.0	40.0	3.0	157.9000	107.2918	219.5600	158.8139	149.5138	149.6639	152.6310	149.2896	82.5616	242.1381	
4.0	50.0	3.0	182.7200	128.8580	219.5600	158.8139	156.1527	149.6639	162.2847	186.6357	82.5613	242.1381	
1.0	10.0	4.0	105.3100	105.3829	149.3150	175.1957	175.4866	232.1246	167.4217	92.3275	213.7896	211.8936	
1.0	20.0	4.0	172.0700	167.8083	149.3150	175.1957	203.4175	232.1246	167.4217	129.6735	213.7291	211.8936	
1.0	30.0	4.0	234.2300	258.0895	149.3150	175.1957	227.1900	232.1246	167.4217	167.0196	213.4007	211.8936	
1.0	40.0	4.0	308.7800	374.9126	149.3150	175.1957	238.9679	232.1246	167.4217	204.3657	212.5879	211.8936	
1.0	50.0	4.0	374.3800	504.0486	149.3150	175.1957	236.2228	232.1246	167.4217	241.7117	210.6555	211.8936	
2.0	10.0	4.0	72.5000	64.0157	149.3150	158.8139	147.3756	75.7633	152.6310	72.5901	204.4876	211.8936	
2.0	20.0	4.0	109.4900	92.3197	149.3150	158.8139	171.3119	75.7633	152.6310	109.9361	203.9943	211.8936	
2.0	30.0	4.0	147.8300	129.6457	149.3150	158.8139	194.2737	75.7633	152.6310	147.2822	201.3742	211.8936	
2.0	40.0	4.0	182.4400	173.8653	149.3150	158.8139	208.7330	149.6639	152.6310	184.6283	195.3027	211.8936	
2.0	50.0	4.0	226.1300	232.2662	149.3150	158.8139	211.3942	149.6639	162.2847	221.9744	182.8556	211.8936	
4.0	10.0	4.0	54.7500	45.4377	149.3150	158.8139	114.3601	75.7633	152.6310	33.1153	82.5615	211.8936	
4.0	20.0	4.0	75.8700	60.5859	149.3150	158.8139	119.9172	75.7633	152.6310	70.4614	82.5615	211.8936	
4.0	30.0	4.0	99.5400	83.7476	149.3150	158.8139	129.2762	75.7633	152.6310	107.8074	82.5614	211.8936	
4.0	40.0	4.0	135.6200	109.0485	149.3150	158.8139	139.4081	149.6639	152.6310	145.1535	82.5613	211.8936	
4.0	50.0	4.0	147.7500	128.7105	149.3150	158.8139	147.8834	149.6639	162.2847	182.4996	82.5612	211.8936	
1.0	10.0	5.0	100.1100	90.7428	116.4600	164.0130	157.4306	232.1246	167.4217	88.1914	212.2917	181.6491	
1.0	20.0	5.0	150.1000	137.1826	116.4600	164.0130	182.2917	232.1246	167.4217	125.5374	212.1568	181.6491	
1.0	30.0	5.0	199.1300	201.1580	116.4600	164.0130	205.1730	232.1246	167.4217	162.8835	211.4266	181.6491	
1.0	40.0	5.0	256.9800	287.9038	116.4600	164.0130	218.5340	232.1246	167.4217	200.2296	209.6393	181.6491	
1.0	50.0	5.0	306.4200	401.2043	116.4600	164.0130	219.3341	232.1246	167.4217	237.5757	205.4984	181.6491	
2.0	10.0	5.0	72.5300	63.6937	116.4600	147.6311	130.3137	75.7633	152.6310	68.4540	193.2244	181.6491	
2.0	20.0	5.0	101.6800	89.9174	116.4600	147.6311	151.3885	75.7633	152.6310	105.8001	192.3000	181.6491	
2.0	30.0	5.0	128.9900	121.2406	116.4600	147.6311	173.5197	75.7633	152.6310	143.1461	187.5215	181.6491	
2.0	40.0	5.0	158.8800	153.3311	116.4600	147.6311	189.4514	149.6639	152.6310	180.4922	177.2321	181.6491	
2.0	50.0	5.0	191.0900	191.1894	116.4600	147.6311	195.4171	149.6639	162.2847	217.8383	159.0272	181.6491	
4.0	10.0	5.0	51.2800	46.6778	116.4600	147.6311	105.9233	75.7633	152.6310	28.9792	82.5612	181.6491	
4.0	20.0	5.0	71.6400	62.7351	116.4600	147.6311	110.0735	75.7633	152.6310	66.3253	82.5612	181.6491	
4.0	30.0	5.0	97.8800	86.4262	116.4600	147.6311	118.9977	75.7633	152.6310	103.6714	82.5612	181.6491	
4.0	40.0	5.0	100.7400	111.1221	116.4600	147.6311	129.8056	149.6639	152.6310	141.0174	82.5611	181.6491	
4.0	50.0	5.0	124.5700	129.3186	116.4600	147.6311	139.8573	149.6639	162.2847	178.3635	82.5611	181.6491	
1.0	10.0	6.0	90.7600	84.0163	116.4600	164.0130	140.1991	232.1246	167.4217	84.0553	209.5108	151.4047	
1.0	20.0	6.0	125.4400	120.9067	116.4600	164.0130	161.3207	232.1246	167.4217	121.4014	209.2425	151.4047	
1.0	30.0	6.0	174.1600	166.4502	116.4600	164.0130	182.6045	232.1246	167.4217	158.7474	207.8001	151.4047	
1.0	40.0	6.0	247.1600	225.4467	116.4600	164.0130	197.0342	232.1246	167.4217	196.0935	204.3394	151.4047	
1.0	50.0	6.0	296.7600	309.8060	116.4600	164.0130	201.1830	232.1246	167.4217	233.4396	196.6807	151.4047	
2.0	10.0	6.0	67.8700	64.6611	116.4600	147.6311	114.9344	75.7633	152.6310	64.3179	176.5592	151.4047	
2.0	20.0	6.0	88.4400	90.0214	116.4600	147.6311	132.5966	75.7633	152.6310	101.6640	175.1814	151.4047	
2.0	30.0	6.0	113.0500	117.8400	116.4600	147.6311	153.2140	75.7633	152.6310	139.0101	168.3293	151.4047	
2.0	40.0	6.0	145.1200	142.6149	116.4600	147.6311	170.0225	149.6639	152.6310	176.3561	154.9607	151.4047	
2.0	50.0	6.0	169.2200	167.4107	116.4600	147.6311	178.9333	149.6639	162.2847	213.7022	135.0798	151.4047	
4.0	10.0	6.0	50.8700	48.0388	116.4600	147.6311	99.6852	75.7633	152.6310	24.8431	82.5611	151.4047	
4.0	20.0	6.0	75.5600	65.0364	116.4600	147.6311	102.3840	75.7633	152.6310	62.1892	82.5611	151.4047	
4.0	30.0	6.0	95.8300	89.2163	116.4600	147.6311	110.6173	75.7633	152.6310	99.5353	82.5611	151.4047	
4.0	40.0	6.0	101.3000	113.3118	116.4600	147.6311	121.7140	149.6639	152.6310	136.8814	82.5611	151.4047	
4.0	50.0	6.0	143.5000	130.2753	116.4600	147.6311	132.9217	149.6639	162.2847	174.2274	82.5611	151.4047	
1.0	10.0	7.0	80.2900	81.7327	116.4600	164.0130	125.4829	232.1246	167.4217	79.9192	204.9991	121.1602	
1.0	20.0	7.0	122.0600	113.2225	116.4600	164.0130	142.5789	232.1246	167.4217	117.2653	204.5278	121.1602	
1.0	30.0	7.0	152.8100	147.2141	116.4600	164.0130	161.7308	232.1246	167.4217	154.6114	202.0213	121.1602	
1.0	40.0	7.0	193.4800	186.2147	116.4600	164.0130	176.6193	232.1246	167.4217	191.9574	196.1929	121.1602	
1.0	50.0	7.0	250.6200	242.1546	116.4600	164.0130	183.5929	232.1246	167.4217	229.3035	184.1550	121.1602	
2.0	10.0	7.0	64.4800	66.3553	116.4600	147.6311	102.7332	75.7633	152.6310	60.1818	157.2301	121.1602	
2.0	20.0	7.0	88.3300	91.4559	116.4600	147.6311	116.7823	75.7633	152.6310	97.5279	155.5970	121.1602	
2.0	30.0	7.0	112.3300	117.1142	116.4600	147.6311	135.3675	75.7633	152.6310	134.8740	147.8182	121.1602	
2.0	40.0	7.0	129.3400	137.4518	116.4600	147.6311	152.3828	149.6639	152.6310	172.2201	134.1136	121.1602	
2.0	50.0	7.0	151.7200	154.4634	116.4600	147.6311	163.5944	149.6639	162.2847	209.5661	116.7010	121.1602	
4.0	10.0	7.0	52.9000	49.5143	116.4600	147.6311	96.2361	75.7633	152.6310	20.7071	82.5611	121.1602	
4.0	20.0	7.0	63.4200	67.4625	116.4600	147.6311	97.5883	75.7633	152.6310	58.0531	82.5611	121.1602	
4.0	30.0	7.0	76.1400	92.0558	116.4600	147.6311	104.9513	75.7633	152.6310	95.3992	82.5611	121.1602	
4.0	40.0	7.0	92.0200	115.5100	116.4600	147.6311	115.9295	149.6639	152.6310	132.7453	82.5611	121.1602	
4.0	50.0	7.0	126.5500	131.3679	116.4600	147.6311	127.7644	149.6639	162.2847	170.0914	82.5610	121.1602	
1.0	10.0	8.0	84.5100	81.8737	107.5200	164.0130	114.5295	232.1246	167.4217	75.7831	198.6795	90.9157	
1.0	20.0	8.0	107.5200	110.3375	107.5200	164.0130	127.6778	232.1246	167.4217	113.1292	197.9513	90.9157	
1.0	30.0	8.0	142.7300	137.3813	107.5200	164.0130	144.3671	232.1246	167.4217	150.4753	194.1373	90.9157	
1.0	40.0	8.0	178.7000	163.7148	107.5200	164.0130	159.0816	232.1246	167.4217	187.8214	185.6340	90.9157	
1.0	50.0	8.0	236.4800	198.5933	107.5200	164.0130	168.1218	232.1246	167.4217	225.1674	169.5360	90.9157	
2.0	10.0	8.0	56.4400	68.4749	107.5200	147.6311	94.7172	75.7633	152.6310	56.0458	139.3479	90.9157	
2.0	20.0	8.0	73.5000	93.5814	107.5200	147.6311	105.2792	75.7633	152.6310	93.3918	137.7323	90.9157	
2.0	30.0	8.0	92.7600	117.7641	107.5200	147.6311	121.5091	75.7633	152.6310	130.7379	130.3257	90.9157	
2.0	40.0	8.0	114.5700	135.2823	107.5200	147.6311	138.0630	149.6639	152.6310	168.0840	118.3378	90.9157	
2.0	50.0	8.0	136.9900	147.7325	107.5200	147.6311	150.7466	149.6639	162.2847	205.4301	104.7891	90.9157	
4.0	10.0	8.0	51.7300	51.1026	107.5200	147.6311	95.8114	75.7633	152.6310	16.5710	82.5611	90.9157	
4.0	20.0	8.0	60.3200	69.9951	107.5200	147.6311	96.0386	75.7633	152.6310	53.9171	82.5611	90.9157	
4.0	30.0	8.0	90.0200	94.9053	107.5200	147.6311	102.4347	75.7633	152.6310	91.2631	82.5611	90.9157	
4.0	40.0	8.0	96.5300	117.6589	107.5200	147.6311	112.9099	149.6639	152.6310	128.6092	82.5610	90.9157	
4.0	50.0	8.0	105.4300	132.4870	107.5200	147.6311	124.8033	149.6639	162.2847	165.9553	82.5610	90.9157	
1.0	10.0	9.0	84.2700	83.3201	94.9600	164.0130	107.9800	232.1246	167.4217	71.6471	191.1009	60.6712	
1.0	20.0	9.0	121.5000	110.0191	94.9600	164.0130	117.5520	232.1246	167.4217	108.9931	190.1066	60.6712	
1.0	30.0	9.0	150.8700	132.8378	94.9600	164.0130	131.6519	232.1246	167.4217	146.3392	184.9922	60.6712	
1.0	40.0	9.0	158.6200	151.5943	94.9600	164.0130	145.6088	232.1246	167.4217	183.6853	174.1240	60.6712	
1.0	50.0	9.0	218.6400	173.0517	94.9600	164.0130	155.8449	232.1246	167.4217	221.0314	155.3640	60.6712	
2.0	10.0	9.0	58.9600	70.8572	94.9600	147.6311	91.2801	75.7633	152.6310	51.9097	125.4523	60.6712	
2.0	20.0	9.0	74.2100	96.0521	94.9600	147.6311	98.7364	75.7633	152.6310	89.2558	124.0153	60.6712	
2.0	30.0	9.0	94.0700	119.0871	94.9600	147.6311	112.4834	75.7633	152.6310	126.6018	117.6146	60.6712	
2.0	40.0	9.0	115.4700	134.6716	94.9600	147.6311	127.9812	149.6639	152.6310	163.9479	107.8633	60.6712	
2.0	50.0	9.0	130.9600	144.3985	94.9600	147.6311	141.2453	149.6639	162.2847	201.2940	97.6615	60.6712	
4.0	10.0	9.0	47.7800	52.8037	94.9600	147.6311	98.2741	75.7633	152.6310	12.4349	82.5610	60.6712	
