# Created: Fri Aug 01 15:30:26 EEST 2014
# Active sampler: class gr.ntua.ece.cslab.panic.core.samplers.GreedyDimensionSampler
# Runtime options:
#	input:	input/terasort.csv
#	sampling-rate:	0.19
#	output:	results/terasort/values-0.19.csv
#	metrics-output:	results/terasort/metrics-0.19.csv
#
# Points picked
# 	(1.0, 10.0, 2.0)
# 	(1.0, 50.0, 2.0)
# 	(4.0, 10.0, 2.0)
# 	(4.0, 50.0, 2.0)
# 	(1.0, 10.0, 10.0)
# 	(1.0, 50.0, 10.0)
# 	(4.0, 10.0, 10.0)
# 	(4.0, 50.0, 10.0)
# 	(2.0, 50.0, 7.0)
# 	(4.0, 30.0, 10.0)
# 	(2.0, 50.0, 3.0)
# 	(4.0, 30.0, 3.0)
# 	(1.0, 50.0, 7.0)
# 	(1.0, 30.0, 10.0)
# 	(4.0, 50.0, 4.0)
# 	(2.0, 50.0, 4.0)
# 	(4.0, 50.0, 5.0)
# 	(4.0, 50.0, 6.0)
# 	(2.0, 50.0, 5.0)
# 	(4.0, 50.0, 7.0)
# 	(4.0, 50.0, 8.0)
# 	(2.0, 50.0, 6.0)
# 	(4.0, 50.0, 9.0)
# 	(2.0, 50.0, 8.0)
# 	(2.0, 50.0, 9.0)
x2	x3	x1	objective	LinearRegression	GaussianCurves	RandomSubSpaces	IsoRegression	RBF	Discretization	BagClassify	LeastSquares	MLPerceptron	
1.0	10.0	3.0	121.6500	97.9602	167.6652	175.6895	196.1217	202.0382	198.4286	188.8494	137.0959	119.0487	
1.0	20.0	3.0	219.5600	126.0198	193.6294	175.6895	196.1217	203.2217	198.4286	223.5290	159.7420	178.9478	
1.0	30.0	3.0	290.4400	154.0794	222.4644	185.1618	196.1217	203.7683	198.4286	223.5290	182.3880	263.6166	
1.0	40.0	3.0	379.0900	182.1390	245.4012	216.9955	196.1217	203.9121	198.4286	234.1889	205.0341	372.2243	
1.0	50.0	3.0	485.7900	210.1986	255.4643	220.9911	196.1217	203.7112	198.4286	234.1889	227.6802	492.6202	
2.0	10.0	3.0	112.3200	97.9602	137.9604	165.4190	196.1217	187.6506	198.4286	188.8494	115.5955	83.3851	
2.0	20.0	3.0	170.8600	126.0198	160.3223	165.4190	196.1217	191.9608	198.4286	223.5290	138.2416	125.3980	
2.0	30.0	3.0	220.8800	154.0794	189.5811	167.3580	196.1217	194.1061	198.4286	223.5290	160.8877	187.9050	
2.0	40.0	3.0	234.0400	182.1390	217.0998	177.2749	196.1217	194.6881	198.4286	234.1889	183.5338	275.3376	
2.0	50.0	3.0	282.4400	210.1986	234.5557	181.2705	196.1217	193.8772	198.4286	234.1889	206.1798	385.8708	
4.0	10.0	3.0	66.5100	97.9602	97.9320	108.1123	196.1217	124.1404	90.8544	112.9489	72.5948	42.9633	
4.0	20.0	3.0	86.0800	126.0198	110.4440	108.1123	196.1217	124.1405	90.8544	129.2339	95.2409	62.2966	
4.0	30.0	3.0	116.7500	154.0794	135.2463	118.7616	196.1217	124.1406	90.8544	132.2973	117.8870	92.6419	
4.0	40.0	3.0	157.9000	182.1390	165.5448	128.6785	196.1217	124.1406	90.8544	160.9920	140.5330	138.9598	
4.0	50.0	3.0	182.7200	210.1986	192.1817	188.9738	196.1217	124.1406	279.6900	178.7258	163.1791	206.7602	
1.0	10.0	4.0	105.3100	97.9602	158.2200	175.6895	185.4400	202.2131	198.4286	159.7089	128.4434	91.3363	
1.0	20.0	4.0	172.0700	126.0198	182.5588	175.6895	185.4400	203.3517	198.4286	166.3909	151.0895	128.0444	
1.0	30.0	4.0	234.2300	154.0794	210.9685	185.1618	185.4400	203.8771	198.4286	166.3909	173.7356	176.5594	
1.0	40.0	4.0	308.7800	182.1390	234.8653	216.9955	185.4400	204.0153	198.4286	185.4714	196.3817	239.1449	
1.0	50.0	4.0	374.3800	210.1986	246.9818	220.9911	185.4400	203.8222	198.4286	185.4714	219.0278	318.7955	
2.0	10.0	4.0	72.5000	97.9602	126.3461	165.4190	185.4400	188.2603	198.4286	159.7089	106.9431	67.9119	
2.0	20.0	4.0	109.4900	126.0198	146.2964	165.4190	185.4400	192.4617	198.4286	166.3909	129.5892	95.8399	
2.0	30.0	4.0	147.8300	154.0794	174.3832	167.3580	185.4400	194.5459	198.4286	166.3909	152.2352	133.9133	
2.0	40.0	4.0	182.4400	182.1390	202.3536	177.2749	185.4400	195.1106	198.4286	185.4714	174.8813	183.8601	
2.0	50.0	4.0	226.1300	210.1986	221.7684	181.2705	185.4400	194.3237	198.4286	185.4714	197.5274	247.9901	
4.0	10.0	4.0	54.7500	97.9602	86.5079	108.1123	185.4400	124.1404	90.8544	102.3207	63.9424	38.4057	
4.0	20.0	4.0	75.8700	126.0198	96.1271	108.1123	185.4400	124.1405	90.8544	108.3226	86.5885	53.2371	
4.0	30.0	4.0	99.5400	154.0794	118.9023	118.7616	185.4400	124.1406	90.8544	111.3860	109.2345	74.9423	
4.0	40.0	4.0	135.6200	182.1390	148.6185	128.6785	185.4400	124.1406	90.8544	148.5012	131.8806	105.3754	
4.0	50.0	4.0	147.7500	210.1986	176.3485	188.9738	185.4400	124.1406	140.1500	166.2350	154.5267	146.1569	
1.0	10.0	5.0	100.1100	97.9602	149.1459	175.6895	138.3600	202.3039	198.4286	153.3339	119.7910	85.0969	
1.0	20.0	5.0	150.1000	126.0198	171.3605	175.6895	138.3600	203.4192	198.4286	160.0160	142.4371	115.3423	
1.0	30.0	5.0	199.1300	154.0794	198.7961	185.1618	138.3600	203.9336	198.4286	160.0160	165.0832	151.6047	
1.0	40.0	5.0	256.9800	182.1390	223.2346	216.9955	138.3600	204.0688	198.4286	179.0965	187.7293	192.4720	
1.0	50.0	5.0	306.4200	210.1986	237.2386	220.9911	138.3600	203.8799	198.4286	179.0965	210.3753	237.6385	
2.0	10.0	5.0	72.5300	97.9602	115.9295	165.4190	138.3600	188.5808	198.4286	153.3339	98.2907	64.7044	
2.0	20.0	5.0	101.6800	126.0198	133.0726	165.4190	138.3600	192.7241	198.4286	160.0160	120.9367	89.1278	
2.0	30.0	5.0	128.9900	154.0794	159.4276	167.3580	138.3600	194.7759	198.4286	160.0160	143.5828	120.2803	
2.0	40.0	5.0	158.8800	182.1390	187.3017	177.2749	138.3600	195.3315	198.4286	179.0965	166.2289	157.1799	
2.0	50.0	5.0	191.0900	210.1986	208.2999	181.2705	138.3600	194.5573	198.4286	179.0965	188.8750	198.3914	
4.0	10.0	5.0	51.2800	97.9602	77.2316	108.1123	138.3600	124.1404	90.8544	88.7660	55.2900	37.6264	
4.0	20.0	5.0	71.6400	126.0198	83.7566	108.1123	138.3600	124.1405	90.8544	94.7679	77.9360	51.5059	
4.0	30.0	5.0	97.8800	154.0794	103.9772	118.7616	138.3600	124.1406	90.8544	102.0939	100.5821	71.2208	
4.0	40.0	5.0	100.7400	182.1390	132.4054	128.6785	138.3600	124.1406	90.8544	139.2091	123.2282	97.6090	
4.0	50.0	5.0	124.5700	210.1986	160.5547	188.9738	138.3600	124.1406	140.1500	156.9429	145.8743	130.4644	
1.0	10.0	6.0	90.7600	97.9602	141.3046	175.6895	138.3600	202.3157	198.4286	144.3716	111.1386	84.2916	
1.0	20.0	6.0	125.4400	126.0198	161.1283	175.6895	138.3600	203.4280	198.4286	151.0536	133.7847	113.0945	
1.0	30.0	6.0	174.1600	154.0794	187.1757	185.1618	138.3600	203.9409	198.4286	151.0536	156.4307	146.2917	
1.0	40.0	6.0	247.1600	182.1390	211.7302	216.9955	138.3600	204.0758	198.4286	170.1341	179.0768	181.0702	
1.0	50.0	6.0	296.7600	210.1986	227.3080	220.9911	138.3600	203.8874	198.4286	170.1341	201.7229	214.7826	
2.0	10.0	6.0	67.8700	97.9602	107.6705	165.4190	138.3600	188.6225	198.4286	144.3716	89.6382	64.4866	
2.0	20.0	6.0	88.4400	126.0198	121.8947	165.4190	138.3600	192.7582	198.4286	151.0536	112.2843	88.2317	
2.0	30.0	6.0	113.0500	154.0794	146.1521	167.3580	138.3600	194.8058	198.4286	151.0536	134.9304	117.8165	
2.0	40.0	6.0	145.1200	182.1390	173.4259	177.2749	138.3600	195.3602	198.4286	170.1341	157.5765	151.4121	
2.0	50.0	6.0	169.2200	210.1986	195.5099	181.2705	138.3600	194.5877	198.4286	170.1341	180.2226	186.1049	
4.0	10.0	6.0	50.8700	97.9602	70.9054	108.1123	138.3600	124.1404	90.8544	88.7660	46.6375	37.7404	
4.0	20.0	6.0	75.5600	126.0198	74.4141	108.1123	138.3600	124.1405	90.8544	94.7679	69.2836	51.5284	
4.0	30.0	6.0	95.8300	154.0794	91.7893	118.7616	138.3600	124.1406	90.8544	102.0939	91.9297	70.9292	
4.0	40.0	6.0	101.3000	182.1390	118.3499	128.6785	138.3600	124.1406	90.8544	139.2091	114.5758	96.5016	
4.0	50.0	6.0	143.5000	210.1986	146.2185	188.9738	138.3600	124.1406	140.1500	156.9429	137.2218	127.5099	
1.0	10.0	7.0	80.2900	97.9602	135.3940	175.6895	138.3600	202.2491	198.4286	144.3716	102.4862	84.7789	
1.0	20.0	7.0	122.0600	126.0198	152.7857	175.6895	138.3600	203.3785	198.4286	151.0536	125.1322	113.3756	
1.0	30.0	7.0	152.8100	154.0794	177.1720	185.1618	138.3600	203.8995	198.4286	151.0536	147.7783	145.9064	
1.0	40.0	7.0	193.4800	182.1390	201.4241	216.9955	138.3600	204.0365	198.4286	170.1341	170.4244	179.1736	
1.0	50.0	7.0	250.6200	210.1986	218.1344	220.9911	138.3600	203.8451	198.4286	170.1341	193.0705	209.8741	
2.0	10.0	7.0	64.4800	97.9602	102.2879	165.4190	138.3600	188.3871	198.4286	144.3716	80.9858	64.9759	
2.0	20.0	7.0	88.3300	126.0198	113.7448	165.4190	138.3600	192.5656	198.4286	151.0536	103.6319	88.7204	
2.0	30.0	7.0	112.3300	154.0794	135.7328	167.3580	138.3600	194.6370	198.4286	151.0536	126.2780	118.0613	
2.0	40.0	7.0	129.3400	182.1390	161.9654	177.2749	138.3600	195.1981	198.4286	170.1341	148.9240	150.9189	
2.0	50.0	7.0	151.7200	210.1986	184.5506	181.2705	138.3600	194.4162	198.4286	170.1341	171.5701	183.9773	
4.0	10.0	7.0	52.9000	97.9602	68.0474	108.1123	138.3600	124.1404	59.8475	88.7660	37.9851	38.0664	
4.0	20.0	7.0	63.4200	126.0198	68.8683	108.1123	138.3600	124.1405	59.8475	91.2215	60.6312	51.9656	
4.0	30.0	7.0	76.1400	154.0794	83.3438	118.7616	138.3600	124.1406	59.8475	98.5475	83.2773	71.4494	
4.0	40.0	7.0	92.0200	182.1390	107.6134	128.6785	138.3600	124.1406	59.8475	135.6628	105.9233	96.9838	
4.0	50.0	7.0	126.5500	210.1986	134.5251	188.9738	138.3600	124.1406	140.1500	153.3966	128.5694	127.6628	
1.0	10.0	8.0	84.5100	97.9602	131.8465	175.6895	124.3840	202.1004	198.4286	144.3716	93.8337	85.5728	
1.0	20.0	8.0	107.5200	126.0198	146.9493	175.6895	124.3840	203.2680	198.4286	151.0536	116.4798	114.2527	
1.0	30.0	8.0	142.7300	154.0794	169.5259	185.1618	124.3840	203.8070	198.4286	151.0536	139.1259	146.6866	
1.0	40.0	8.0	178.7000	182.1390	193.0766	216.9955	124.3840	203.9488	198.4286	170.1341	161.7720	179.5617	
1.0	50.0	8.0	236.4800	210.1986	210.3879	220.9911	124.3840	203.7507	198.4286	170.1341	184.4181	209.4309	
2.0	10.0	8.0	56.4400	97.9602	100.1570	165.4190	124.3840	187.8665	198.4286	144.3716	72.3334	65.6352	
2.0	20.0	8.0	73.5000	126.0198	109.2011	165.4190	124.3840	192.1384	198.4286	151.0536	94.9795	89.5372	
2.0	30.0	8.0	92.7600	154.0794	128.9128	167.3580	124.3840	194.2621	198.4286	151.0536	117.6255	118.9443	
2.0	40.0	8.0	114.5700	182.1390	153.7357	177.2749	124.3840	194.8381	198.4286	170.1341	140.2716	151.6745	
2.0	50.0	8.0	136.9900	210.1986	176.1959	181.2705	124.3840	194.0356	198.4286	170.1341	162.9177	184.2975	
4.0	10.0	8.0	51.7300	97.9602	68.8220	108.1123	124.3840	124.1404	59.8475	88.7660	29.3327	38.4456	
4.0	20.0	8.0	60.3200	126.0198	67.4709	108.1123	124.3840	124.1405	59.8475	91.2215	51.9788	52.5042	
4.0	30.0	8.0	90.0200	154.0794	79.1973	118.7616	124.3840	124.1406	59.8475	98.5475	74.6248	72.1641	
4.0	40.0	8.0	96.5300	182.1390	100.9163	128.6785	124.3840	124.1406	59.8475	135.6628	97.2709	97.8418	
4.0	50.0	8.0	105.4300	210.1986	126.2667	188.9738	124.3840	124.1406	140.1500	153.3966	119.9170	128.5476	
1.0	10.0	9.0	84.2700	97.9602	130.7778	175.6895	124.3840	201.8617	198.4286	185.8961	85.1813	86.4432	
1.0	20.0	9.0	121.5000	126.0198	143.8558	175.6895	124.3840	203.0903	198.4286	192.5782	107.8274	115.2719	
1.0	30.0	9.0	150.8700	154.0794	164.5665	185.1618	124.3840	203.6581	198.4286	192.5782	130.4735	147.7388	
1.0	40.0	9.0	158.6200	182.1390	187.0455	216.9955	124.3840	203.8076	198.4286	211.6587	153.1195	180.4817	
1.0	50.0	9.0	218.6400	210.1986	204.3854	220.9911	124.3840	203.5988	198.4286	211.6587	175.7656	210.0365	
2.0	10.0	9.0	58.9600	97.9602	101.2680	165.4190	124.3840	187.0437	198.4286	185.8961	63.6810	66.3395	
2.0	20.0	9.0	74.2100	126.0198	108.3734	165.4190	124.3840	191.4601	198.4286	192.5782	86.3270	90.4353	
2.0	30.0	9.0	94.0700	154.0794	125.9182	167.3580	124.3840	193.6654	198.4286	192.5782	108.9731	119.9788	
2.0	40.0	9.0	115.4700	182.1390	149.0365	177.2749	124.3840	194.2646	198.4286	211.6587	131.6192	152.7210	
2.0	50.0	9.0	130.9600	210.1986	170.7557	181.2705	124.3840	193.4299	198.4286	211.6587	154.2653	185.1878	
4.0	10.0	9.0	47.7800	97.9602	73.0278	108.1123	124.3840	124.1404	59.8475	151.3493	20.6802	38.8412	
4.0	20.0	9.0	54.1300	126.0198	70.1238	108.1123	124.3840	124.1405	59.8475	153.8048	43.3263	53.0714	
4.0	30.0	9.0	72.4400	154.0794	79.4018	118.7616	124.3840	124.1405	59.8475	161.1308	65.9724	72.9295	
4.0	40.0	9.0	76.0600	182.1390	98.4643	128.6785	124.3840	124.1406	59.8475	180.2113	88.6185	98.7918	
4.0	50.0	9.0	92.1400	210.1986	121.7590	188.9738	124.3840	124.1405	140.1500	186.3451	111.2646	129.6049	
1.0	10.0	10.0	87.0600	97.9602	131.9957	175.6895	124.3840	201.5196	198.4286	185.8961	76.5289	87.3365	
1.0	20.0	10.0	119.9100	126.0198	143.3630	175.6895	124.3840	202.8351	198.4286	192.5782	99.1750	116.3274	
1.0	30.0	10.0	149.9200	154.0794	162.2077	185.1618	124.3840	203.4442	198.4286	192.5782	121.8210	148.8544	
1.0	40.0	10.0	193.0000	182.1390	183.2840	216.9955	124.3840	203.6046	198.4286	211.6587	144.4671	181.5225	
1.0	50.0	10.0	291.0800	210.1986	200.0924	220.9911	124.3840	203.3806	198.4286	211.6587	167.1132	210.8816	
2.0	10.0	10.0	57.0400	97.9602	105.2530	165.4190	124.3840	185.8928	198.4286	185.8961	55.0285	67.0597	
2.0	20.0	10.0	81.5700	126.0198	110.9239	165.4190	124.3840	190.5044	198.4286	192.5782	77.6746	91.3573	
2.0	30.0	10.0	95.5100	154.0794	126.4734	167.3580	124.3840	192.8217	198.4286	192.5782	100.3207	121.0515	
2.0	40.0	10.0	146.6100	182.1390	147.6627	177.2749	124.3840	193.4529	198.4286	211.6587	122.9668	153.8348	
2.0	50.0	10.0	215.5800	210.1986	168.0851	181.2705	124.3840	192.5737	198.4286	211.6587	145.6128	186.2074	
4.0	10.0	10.0	52.0700	97.9602	80.1427	108.1123	124.3840	124.1404	59.8475	151.3493	12.0278	39.2447	
4.0	20.0	10.0	59.8200	126.0198	76.3211	108.1123	124.3840	124.1405	59.8475	153.8048	34.6739	53.6504	
4.0	30.0	10.0	80.2200	154.0794	83.5364	118.7616	124.3840	124.1405	59.8475	161.1308	57.3200	73.7121	
4.0	40.0	10.0	86.3700	182.1390	99.9659	128.6785	124.3840	124.1405	59.8475	180.2113	79.9661	99.7676	
4.0	50.0	10.0	93.5400	210.1986	120.8470	188.9738	124.3840	124.1405	140.1500	186.3451	102.6121	130.7043	


# Created: Fri Aug 01 15:30:27 EEST 2014
# Active sampler: class gr.ntua.ece.cslab.panic.core.samplers.UniformSampler
# Runtime options:
#	input:	input/terasort.csv
#	sampling-rate:	0.19
#	output:	results/terasort/values-0.19.csv
#	metrics-output:	results/terasort/metrics-0.19.csv
#
# Points picked
# 	(4.0, 10.0, 2.0)
# 	(2.0, 30.0, 2.0)
# 	(2.0, 50.0, 2.0)
# 	(1.0, 20.0, 3.0)
# 	(4.0, 30.0, 3.0)
# 	(2.0, 50.0, 3.0)
# 	(2.0, 20.0, 4.0)
# 	(1.0, 40.0, 4.0)
# 	(4.0, 50.0, 4.0)
# 	(4.0, 20.0, 5.0)
# 	(2.0, 40.0, 5.0)
# 	(1.0, 10.0, 6.0)
# 	(4.0, 20.0, 6.0)
# 	(4.0, 40.0, 6.0)
# 	(2.0, 10.0, 7.0)
# 	(1.0, 30.0, 7.0)
# 	(4.0, 40.0, 7.0)
# 	(4.0, 10.0, 8.0)
# 	(2.0, 30.0, 8.0)
# 	(1.0, 50.0, 8.0)
# 	(4.0, 10.0, 9.0)
# 	(4.0, 30.0, 9.0)
# 	(2.0, 50.0, 9.0)
# 	(1.0, 20.0, 10.0)
# 	(4.0, 30.0, 10.0)
x2	x3	x1	objective	LinearRegression	GaussianCurves	RandomSubSpaces	IsoRegression	RBF	Discretization	BagClassify	LeastSquares	MLPerceptron	
1.0	10.0	2.0	197.7700	63.8226	162.2763	171.5547	65.3960	195.8839	160.0367	160.7255	120.9247	158.4906	
1.0	20.0	2.0	378.2800	103.9435	198.1070	181.5312	119.2320	196.6117	160.0367	169.9944	139.3370	229.1046	
1.0	30.0	2.0	439.7700	144.0644	238.0185	186.1959	128.6450	197.5459	160.0367	202.8801	157.7493	317.1457	
1.0	40.0	2.0	646.0500	184.1853	270.8185	192.8302	165.2450	198.4885	233.8300	205.8501	176.1617	409.6519	
1.0	50.0	2.0	644.2200	224.3063	286.5264	210.6293	241.1000	199.2875	345.1550	225.7761	194.5740	487.0131	
2.0	10.0	2.0	122.2600	63.8226	141.0388	171.5547	65.3960	185.9506	128.6804	158.3890	105.2286	103.6843	
2.0	20.0	2.0	193.7800	103.9435	175.7769	181.5312	119.2320	188.0325	128.6804	167.6578	123.6409	145.4968	
2.0	30.0	2.0	256.8900	144.0644	217.1832	186.1959	128.6450	190.7873	128.6804	202.8801	142.0533	200.7117	
2.0	40.0	2.0	323.5800	184.1853	253.6730	192.8302	165.2450	193.6658	233.8300	205.8501	160.4656	273.2759	
2.0	50.0	2.0	407.8700	224.3063	274.2134	210.6293	241.1000	196.1873	345.1550	225.7761	178.8779	360.2875	
4.0	10.0	2.0	72.2300	63.8226	97.1446	135.1660	65.3960	80.2662	71.1979	118.3245	73.8365	59.0392	
4.0	20.0	2.0	116.1100	103.9435	112.5409	137.7735	119.2320	80.2667	71.1979	127.5933	92.2488	81.1424	
4.0	30.0	2.0	168.4500	144.0644	136.2674	141.5694	128.6450	80.2675	71.1979	157.5702	110.6611	107.5472	
4.0	40.0	2.0	237.2300	184.1853	161.6571	142.9032	165.2450	80.2690	100.5133	160.5402	129.0735	136.1871	
4.0	50.0	2.0	362.6600	224.3063	181.2251	173.6405	241.1000	80.2721	345.1550	205.5663	147.4858	168.1577	
1.0	10.0	3.0	121.6500	63.8226	152.5069	171.5547	65.3960	195.2099	160.0367	160.7255	116.0692	132.2614	
1.0	20.0	3.0	219.5600	103.9435	187.6050	181.5312	119.2320	196.0367	160.0367	169.9944	134.4815	190.4773	
1.0	30.0	3.0	290.4400	144.0644	227.8432	186.1959	128.6450	197.1002	160.0367	202.8801	152.8938	267.1514	
1.0	40.0	3.0	379.0900	184.1853	261.9278	192.8302	165.2450	198.1757	233.8300	205.8501	171.3061	357.5637	
1.0	50.0	3.0	485.7900	224.3063	279.5208	210.6293	241.1000	199.0892	345.1550	225.7761	189.7185	444.9463	
2.0	10.0	3.0	112.3200	63.8226	129.0994	171.5547	65.3960	184.0709	128.6804	158.3890	100.3731	90.3732	
2.0	20.0	3.0	170.8600	103.9435	162.5883	181.5312	119.2320	186.3832	128.6804	167.6578	118.7854	125.8325	
2.0	30.0	3.0	220.8800	144.0644	203.9783	186.1959	128.6450	189.4610	128.6804	202.8801	137.1977	171.4173	
2.0	40.0	3.0	234.0400	184.1853	241.6806	192.8302	165.2450	192.6991	233.8300	205.8501	155.6101	231.5028	
2.0	50.0	3.0	282.4400	224.3063	264.3357	210.6293	241.1000	195.5544	345.1550	225.7761	174.0224	309.3471	
4.0	10.0	3.0	66.5100	63.8226	87.1444	135.1660	65.3960	80.2660	71.1979	118.3245	68.9810	53.3789	
4.0	20.0	3.0	86.0800	103.9435	101.1622	137.7735	119.2320	80.2663	71.1979	127.5933	87.3933	73.4993	
4.0	30.0	3.0	116.7500	144.0644	124.4706	141.5694	128.6450	80.2670	71.1979	157.5702	105.8056	98.2496	
4.0	40.0	3.0	157.9000	184.1853	150.5159	142.9032	165.2450	80.2684	100.5133	160.5402	124.2179	124.9955	
4.0	50.0	3.0	182.7200	224.3063	171.6544	173.6405	241.1000	80.2710	345.1550	205.5663	142.6303	152.9758	
1.0	10.0	4.0	105.3100	63.8226	141.5645	160.5605	65.3960	194.4936	160.0367	137.3219	111.2136	112.0794	
1.0	20.0	4.0	172.0700	103.9435	174.8166	170.5370	119.2320	195.4245	160.0367	146.5908	129.6260	159.9125	
1.0	30.0	4.0	234.2300	144.0644	214.2107	175.2017	128.6450	196.6244	160.0367	179.4766	148.0383	223.9669	
1.0	40.0	4.0	308.7800	184.1853	248.6809	181.8360	165.2450	197.8410	233.8300	182.4466	166.4506	305.6665	
1.0	50.0	4.0	374.3800	224.3063	267.8082	199.6351	241.1000	198.8767	174.1333	213.8623	184.8629	395.9607	
2.0	10.0	4.0	72.5000	63.8226	116.4603	153.5171	65.3960	182.1221	128.6804	134.9854	95.5176	79.6139	
2.0	20.0	4.0	109.4900	103.9435	147.5986	163.4936	119.2320	184.6645	128.6804	144.2542	113.9299	110.3769	
2.0	30.0	4.0	147.8300	144.0644	187.7483	168.1583	128.6450	188.0693	128.6804	179.4766	132.3422	148.8045	
2.0	40.0	4.0	182.4400	184.1853	225.6592	174.7926	165.2450	191.6774	233.8300	182.4466	150.7545	197.9067	
2.0	50.0	4.0	226.1300	224.3063	249.9526	192.5917	241.1000	194.8813	174.1333	213.8623	169.1669	263.4185	
4.0	10.0	4.0	54.7500	63.8226	77.7996	135.1660	65.3960	80.2657	71.1979	104.5700	64.1254	48.4177	
4.0	20.0	4.0	75.8700	103.9435	89.9260	137.7735	119.2320	80.2660	71.1979	113.8389	82.5378	66.6267	
4.0	30.0	4.0	99.5400	144.0644	112.1206	141.5694	128.6450	80.2667	71.1979	143.8157	100.9501	89.8576	
4.0	40.0	4.0	135.6200	184.1853	138.1374	142.9032	165.2450	80.2679	100.5133	146.7857	119.3624	115.3859	
4.0	50.0	4.0	147.7500	224.3063	160.3797	173.6405	241.1000	80.2702	174.1333	193.6525	137.7747	141.0852	
1.0	10.0	5.0	100.1100	63.8226	130.3831	132.0440	65.3960	193.7420	160.0367	111.8954	106.3581	96.4242	
1.0	20.0	5.0	150.1000	103.9435	160.8369	142.0205	119.2320	194.7809	160.0367	115.3479	124.7704	136.2382	
1.0	30.0	5.0	199.1300	144.0644	198.2919	151.6508	128.6450	196.1231	160.0367	143.2802	143.1828	188.9357	
1.0	40.0	5.0	256.9800	184.1853	232.2192	158.2852	165.2450	197.4874	233.8300	148.9166	161.5951	258.5224	
1.0	50.0	5.0	306.4200	224.3063	252.4013	176.0842	241.1000	198.6516	174.1333	186.1487	180.0074	343.9936	
2.0	10.0	5.0	72.5300	63.8226	104.1802	118.6664	65.3960	180.1297	128.6804	104.8617	90.6620	70.7076	
2.0	20.0	5.0	101.6800	103.9435	132.0701	128.6429	119.2320	182.8980	128.6804	108.3142	109.0744	97.8948	
2.0	30.0	5.0	128.9900	144.0644	169.8662	138.2732	128.6450	186.6287	128.6804	127.4986	127.4867	131.2474	
2.0	40.0	5.0	158.8800	184.1853	206.9697	144.9075	165.2450	190.6118	233.8300	137.8321	145.8990	171.8958	
2.0	50.0	5.0	191.0900	224.3063	232.2900	162.7066	241.1000	194.1744	174.1333	175.0642	164.3113	225.1745	
4.0	10.0	5.0	51.2800	63.8226	69.8605	94.6358	65.3960	80.2655	71.1979	89.7733	59.2699	44.0797	
4.0	20.0	5.0	71.6400	103.9435	79.7462	97.2434	119.2320	80.2658	71.1979	93.2258	77.6822	60.4332	
4.0	30.0	5.0	97.8800	144.0644	100.2331	106.0049	128.6450	80.2664	71.1979	107.1647	96.0946	82.1420	
4.0	40.0	5.0	100.7400	184.1853	125.5487	107.3387	165.2450	80.2674	100.5133	117.4982	114.5069	106.7544	
4.0	50.0	5.0	124.5700	224.3063	148.3425	138.0760	241.1000	80.2695	174.1333	170.1813	132.9192	131.2919	
1.0	10.0	6.0	90.7600	63.8226	119.9404	132.0440	65.3960	192.9640	160.0367	111.8954	101.5026	84.0468	
1.0	20.0	6.0	125.4400	103.9435	146.8850	142.0205	119.2320	194.1134	160.0367	115.3479	119.9149	117.8774	
1.0	30.0	6.0	174.1600	144.0644	181.4711	151.6508	128.6450	195.6017	160.0367	143.2802	138.3272	161.5688	
1.0	40.0	6.0	247.1600	184.1853	213.9702	158.2852	165.2450	197.1186	233.8300	148.9166	156.7396	218.9181	
1.0	50.0	6.0	296.7600	224.3063	234.6322	176.0842	241.1000	198.4165	174.1333	186.1487	175.1519	293.9629	
2.0	10.0	6.0	67.8700	63.8226	93.3200	118.6664	65.3960	178.1213	128.6804	104.8617	85.8065	63.1902	
2.0	20.0	6.0	88.4400	103.9435	117.3429	128.6429	119.2320	181.1077	128.6804	108.3142	104.2188	87.5008	
2.0	30.0	6.0	113.0500	144.0644	151.8734	138.2732	128.6450	185.1580	128.6804	127.4986	122.6312	117.2668	
2.0	40.0	6.0	145.1200	184.1853	187.2204	144.9075	165.2450	189.5154	233.8300	137.8321	141.0435	151.9711	
2.0	50.0	6.0	169.2200	224.3063	212.8652	162.7066	241.1000	193.4421	174.1333	175.0642	159.4558	195.1107	
4.0	10.0	6.0	50.8700	63.8226	63.9938	94.6358	65.3960	80.2654	71.1979	89.7733	54.4144	40.3025	
4.0	20.0	6.0	75.5600	103.9435	71.4827	97.2434	119.2320	80.2656	71.1979	93.2258	72.8267	54.8658	
4.0	30.0	6.0	95.8300	144.0644	89.8159	106.0049	128.6450	80.2661	71.1979	107.1647	91.2390	74.9906	
4.0	40.0	6.0	101.3000	184.1853	113.8197	107.3387	165.2450	80.2670	100.5133	117.4982	109.6514	98.7387	
4.0	50.0	6.0	143.5000	224.3063	136.5670	138.0760	241.1000	80.2689	174.1333	170.1813	128.0637	122.7532	
1.0	10.0	7.0	80.2900	63.8226	111.1175	132.0440	65.3960	192.1698	137.8575	111.8954	96.6471	74.0308	
1.0	20.0	7.0	122.0600	103.9435	134.1292	142.0205	119.2320	193.4304	137.8575	115.3479	115.0594	103.3760	
1.0	30.0	7.0	152.8100	144.0644	165.1476	151.6508	128.6450	195.0669	137.8575	143.2802	133.4717	140.4347	
1.0	40.0	7.0	193.4800	184.1853	195.4432	158.2852	165.2450	196.7393	233.8300	148.9166	151.8840	187.4592	
