4	360p	100	35.79
4	360p	150	35.77
4	360p	200	38.97
4	360p	250	26.50
4	360p	300	38.31
4	360p	350	39.66
4	360p	400	39.86
4	360p	450	39.90
4	360p	500	39.84
4	480p	50	9.73
4	480p	100	16.09
4	480p	150	20.20
4	480p	200	21.04
4	480p	250	20.85
4	480p	300	21.63
4	480p	350	21.27
4	480p	400	21.65
4	480p	450	21.33
4	480p	500	22.07
4	720p	50	4.44
4	720p	100	9.62
4	720p	150	10.22
4	720p	200	10.29
4	720p	250	10.85
4	720p	300	10.78
4	720p	350	10.43
4	720p	400	10.76
4	720p	450	10.85
4	720p	500	10.76
4	1080p	50	2.13
4	1080p	100	2.96
4	1080p	150	5.70
4	1080p	200	5.54
4	1080p	250	5.97
4	1080p	300	6.04
4	1080p	350	5.99
4	1080p	400	6.10
4	1080p	450	5.99
4	1080p	500	6.22
4	1440p	50	.58
4	1440p	100	.59
4	1440p	150	.57
4	1440p	200	.58
4	1440p	250	.58
4	1440p	300	.57
4	1440p	350	.61
4	1440p	400	.60
4	1440p	450	.63
4	1440p	500	.60
5	144p	50	58.44
5	144p	100	111.10
5	144p	150	133.01
5	144p	200	130.95
5	144p	250	133.27
5	144p	300	140.60
5	144p	350	143.28
5	144p	400	121.97
5	144p	450	149.50
5	144p	500	147.12
5	240p	50	30.62
5	240p	100	60.86
5	240p	150	67.72
5	240p	200	66.41
5	240p	250	70.37
5	240p	300	73.38
5	240p	350	74.08
5	240p	400	74.38
5	240p	450	74.87
5	240p	500	72.33
5	360p	50	16.95
5	360p	100	34.03
5	360p	150	36.06
5	360p	200	39.30
5	360p	250	37.18
5	360p	300	39.69
5	360p	350	38.94
5	360p	400	36.56
5	360p	450	39.56
5	360p	500	40.07
5	480p	50	8.98
5	480p	100	19.60
5	480p	150	20.30
5	480p	200	21.73
5	480p	250	22.13
5	480p	300	21.45
5	480p	350	22.24
5	480p	400	22.28
5	480p	450	22.61
5	480p	500	21.22
5	720p	50	4.66
5	720p	100	9.02
5	720p	150	10.71
5	720p	200	10.51
5	720p	250	10.60
5	720p	300	10.89
5	720p	350	11.24
5	720p	400	11.27
5	720p	450	11.42
5	720p	500	8.12
5	1080p	50	2.26
5	1080p	100	3.55
5	1080p	150	6.01
5	1080p	200	6.15
5	1080p	250	6.13
5	1080p	300	6.23
5	1080p	350	6.21
5	1080p	400	6.47
5	1080p	450	6.62
5	1080p	500	6.64
5	1440p	50	.61
5	1440p	100	.68
5	1440p	150	.62
5	1440p	200	.66
5	1440p	250	.62
5	1440p	300	.62
5	1440p	350	.71
5	1440p	400	.65
5	1440p	450	.69
5	1440p	500	.69
6	144p	50	55.92
6	144p	100	123.79
6	144p	150	122.10
6	144p	200	141.57
6	144p	250	145.56
6	144p	300	146.71
6	144p	350	140.17
6	144p	400	132.15
6	144p	450	142.97
6	144p	500	151.84
6	240p	50	30.09
6	240p	100	58.34
6	240p	150	66.50
6	240p	200	68.59
6	240p	250	70.38
6	240p	300	74.24
6	240p	350	67.72
6	240p	400	76.30
6	240p	450	71.55
6	240p	500	73.79
6	360p	50	15.84
6	360p	100	32.63
6	360p	150	38.34
6	360p	200	38.23
6	360p	250	37.95
6	360p	300	39.19
6	360p	350	40.45
6	360p	400	40.68
6	360p	450	40.57
