nodes	cores	mem	size	time
6	2	4096	30	377
6	2	4096	35	458
6	2	4096	40	508
6	2	4096	45	561
6	2	4096	50	637
6	2	2048	5	135
6	2	2048	10	283
6	2	2048	15	402
6	2	2048	20	527
6	2	2048	25	689
6	2	2048	30	812
6	2	2048	35	941
6	2	2048	40	1060
6	2	2048	45	1174
6	2	2048	50	1333
4	8	8192	5	76
4	8	8192	10	130
4	8	8192	15	169
4	8	8192	20	211
4	8	8192	25	282
4	8	8192	30	318
4	8	8192	35	369
4	8	8192	40	428
4	8	8192	45	468
4	8	8192	50	515
4	8	6144	5	81
4	8	6144	10	143
4	8	6144	15	190
4	8	6144	20	252
4	8	6144	25	337
4	8	6144	30	379
4	8	6144	35	501
4	8	6144	40	505
4	8	6144	45	571
4	8	6144	50	629
4	8	4096	5	96
4	8	4096	10	200
4	8	4096	15	279
4	8	4096	20	357
4	8	4096	25	454
4	8	4096	30	536
4	8	4096	35	652
4	8	4096	40	737
4	8	4096	45	805
4	8	4096	50	924
4	8	2048	5	198
4	8	2048	10	452
4	8	2048	15	645
4	8	2048	20	863
4	8	2048	25	1149
4	8	2048	30	1330
4	8	2048	35	1542
4	8	2048	40	1806
4	8	2048	45	2054
4	8	2048	50	2326
4	6	8192	5	71
4	6	8192	10	131
4	6	8192	15	168
4	6	8192	20	209
4	6	8192	25	274
4	6	8192	30	317
4	6	8192	35	371
4	6	8192	40	426
4	6	8192	45	458
4	6	8192	50	512
4	6	6144	5	82
4	6	6144	10	148
4	6	6144	15	193
4	6	6144	20	249
4	6	6144	25	317
4	6	6144	30	368
4	6	6144	35	441
4	6	6144	40	509
4	6	6144	45	562
4	6	6144	50	631
4	6	4096	5	101
4	6	4096	10	197
4	6	4096	15	275
4	6	4096	20	368
4	6	4096	25	464
4	6	4096	30	550
4	6	4096	35	652
4	6	4096	40	773
4	6	4096	45	840
4	6	4096	50	928
4	6	2048	5	195
4	6	2048	10	452
4	6	2048	15	672
4	6	2048	20	881
4	6	2048	25	1110
4	6	2048	30	1335
4	6	2048	35	1595
4	6	2048	40	1798
4	6	2048	45	2072
4	6	2048	50	2344
4	4	8192	5	72
4	4	8192	10	128
4	4	8192	15	170
4	4	8192	20	211
4	4	8192	25	272
4	4	8192	30	321
4	4	8192	35	388
4	4	8192	40	422
4	4	8192	45	472
4	4	8192	50	519
4	4	6144	5	85
4	4	6144	10	144
4	4	6144	15	201
4	4	6144	20	257
4	4	6144	25	326
4	4	6144	30	383
4	4	6144	35	141
4	4	6144	40	509
4	4	6144	45	576
4	4	6144	50	632
4	4	4096	5	101
4	4	4096	10	206
4	4	4096	15	279
4	4	4096	20	367
4	4	4096	25	465
4	4	4096	30	558
4	4	4096	35	652
4	4	4096	40	742
4	4	4096	45	821
4	4	4096	50	921
4	4	2048	5	200
4	4	2048	10	447
4	4	2048	15	627
4	4	2048	20	918
4	4	2048	25	1173
4	4	2048	30	1376
4	4	2048	35	1660
4	4	2048	40	1883
4	4	2048	45	2053
4	4	2048	50	2276
4	2	8192	5	74
4	2	8192	10	126
4	2	8192	15	165
4	2	8192	20	214
4	2	8192	25	271
4	2	8192	30	320
4	2	8192	35	374
4	2	8192	40	427
4	2	8192	45	463
4	2	8192	50	518
4	2	6144	5	81
4	2	6144	10	147
4	2	6144	15	197
4	2	6144	20	251
4	2	6144	25	320
4	2	6144	30	382
4	2	6144	35	445
4	2	6144	40	502
4	2	6144	45	555
4	2	6144	50	627
4	2	4096	5	110
4	2	4096	10	202
4	2	4096	15	288
4	2	4096	20	372
4	2	4096	25	471
4	2	4096	30	566
4	2	4096	35	646
4	2	4096	40	739
4	2	4096	45	824
4	2	4096	50	915
4	2	2048	5	208
4	2	2048	10	439
4	2	2048	15	634
4	2	2048	20	882
4	2	2048	25	1162
4	2	2048	30	1355
4	2	2048	35	1590
4	2	2048	40	1834
4	2	2048	45	2037
4	2	2048	50	2279
