Terasort-10	164.06	8.37	0.60
Terasort-20	272.98	9.09	0.76
Terasort-30	827.55	12.12	1.30
Terasort-40	670.65	11.44	1.13
Terasort-50	795.51	12.40	1.46
PageRank-50-50	136.59	6.76	0.44
PageRank-60-50	151.42	6.36	0.39
PageRank-70-50	182.18	6.07	0.47
PageRank-80-50	201.16	6.35	0.41
PageRank-90-50	210.94	6.62	0.48
PageRank-100-50	212.20	5.96	0.44
