Terasort-10	151.49	8.87	0.61
Terasort-20	371.89	9.88	0.82
Terasort-30	417.16	10.41	0.97
Terasort-40	417.82	10.24	0.93
Terasort-50	510.40	10.68	1.10
PageRank-50-50	117.93	7.01	0.51
PageRank-60-50	117.29	7.08	0.43
PageRank-70-50	138.51	6.15	0.49
PageRank-80-50	135.82	6.10	0.43
PageRank-90-50	149.71	6.39	0.38
PageRank-100-50	161.05	6.36	0.47
