Terasort-10	147.47	7.95	0.71
Terasort-20	259.14	8.84	0.76
Terasort-30	496.60	11.18	0.99
Terasort-40	516.23	11.50	1.06
Terasort-50	676.71	10.89	1.14
PageRank-50-50	132.07	6.05	0.37
PageRank-60-50	152.00	5.88	0.32
PageRank-70-50	164.20	6.12	0.44
PageRank-80-50	185.05	6.11	0.39
PageRank-90-50	206.44	5.78	0.42
PageRank-100-50	225.01	6.42	0.44
