Terasort-10	190.60	9.10	0.68
Terasort-20	710.11	11.98	1.30
Terasort-30	546.99	10.43	1.01
Terasort-40	1363.54	13.72	1.79
Terasort-50	360.34	10.13	0.76
PageRank-50-50	68.68	6.22	0.36
PageRank-60-50	74.45	5.92	0.37
PageRank-70-50	71.76	6.77	0.43
PageRank-80-50	77.11	6.06	0.36
PageRank-90-50	82.57	5.56	0.35
PageRank-100-50	85.54	5.46	0.37
