Terasort-10	119.95	8.84	0.71
Terasort-20	364.79	10.58	0.95
Terasort-30	699.63	13.02	1.34
Terasort-40	466.38	9.70	1.04
Terasort-50	483.19	11.06	1.00
PageRank-50-50	93.42	6.98	0.38
PageRank-60-50	85.69	6.34	0.45
PageRank-70-50	106.01	6.22	0.46
PageRank-80-50	99.26	7.00	0.47
PageRank-90-50	107.72	7.57	0.46
PageRank-100-50	108.01	6.78	0.46
