Terasort-10	154.27	8.65	0.62
Terasort-20	219.59	9.15	0.70
Terasort-30	276.18	9.98	0.80
Terasort-40	397.68	10.90	0.89
Terasort-50	400.87	9.94	0.76
PageRank-50-50	100.04	5.79	0.40
PageRank-60-50	101.27	5.85	0.37
PageRank-70-50	109.50	6.08	0.40
PageRank-80-50	117.30	7.48	0.40
PageRank-90-50	126.78	6.74	0.44
PageRank-100-50	134.81	6.31	0.40
