Terasort-10	187.13	8.95	0.69
Terasort-20	177.64	8.53	0.81
Terasort-30	247.02	8.54	0.70
Terasort-40	332.93	10.20	0.91
Terasort-50	393.26	9.49	0.94
PageRank-50-50	74.35	5.87	0.36
PageRank-60-50	83.65	6.21	0.34
PageRank-70-50	100.63	5.64	0.38
PageRank-80-50	101.38	6.21	0.39
PageRank-90-50	100.76	5.66	0.41
PageRank-100-50	104.15	6.48	0.40
