Terasort-10	99.82	8.34	0.80
Terasort-20	120.12	9.49	0.78
Terasort-30	155.23	9.83	0.68
Terasort-40	511.56	12.04	1.22
Terasort-50	260.13	9.69	0.83
PageRank-50-50	66.82	6.65	0.44
PageRank-60-50	65.92	6.65	0.43
PageRank-70-50	74.81	7.26	0.36
PageRank-80-50	71.37	6.40	0.41
PageRank-90-50	83.70	6.73	0.46
PageRank-100-50	89.56	6.47	0.57
