Terasort-10	111.24	8.23	0.50
Terasort-20	238.58	8.95	0.70
Terasort-30	364.62	9.82	0.86
Terasort-40	314.61	10.22	0.96
Terasort-50	432.18	10.24	0.86
PageRank-50-50	66.96	6.29	0.35
PageRank-60-50	83.32	5.75	0.40
PageRank-70-50	74.31	6.42	0.35
PageRank-80-50	83.13	5.91	0.38
PageRank-90-50	87.09	6.94	0.44
PageRank-100-50	95.74	6.54	0.32
