# Sampler used:	class gr.ntua.ece.cslab.panic.core.samplers.GreedyDimensionSampler
# Date:	Fri Aug 01 15:38:56 EEST 2014
Model	MSE	Average	Deviation	R
Discretization			967.84872	31.11027	22.46836	0.38050
LinearRegression			906.94878	30.11559	23.23489	0.41948
MLPerceptron			144.56279	12.02343	9.07676	0.90747
LeastSquares			883.16294	29.71806	18.17449	0.43470
RBF			1480.17677	38.47307	29.36351	0.05256
IsoRegression			799.78111	28.28040	22.01138	0.48807
BagClassify			553.01425	23.51625	18.25777	0.64603
RandomSubSpaces			865.12382	29.41299	21.93553	0.44625
GaussianCurves			423.90146	20.58887	15.24402	0.72867
# Sampler used:	class gr.ntua.ece.cslab.panic.core.samplers.UniformSampler
# Date:	Fri Aug 01 15:38:56 EEST 2014
Model	MSE	Average	Deviation	R
Discretization			460.29554	21.45450	15.68557	0.70537
LinearRegression			822.99081	28.68782	20.85835	0.47322
MLPerceptron			192.17714	13.86280	10.53413	0.87699
LeastSquares			457.23471	21.38305	16.10146	0.70733
RBF			1034.48059	32.16334	23.43141	0.33785
IsoRegression			734.91105	27.10924	19.32746	0.52960
BagClassify			518.65005	22.77389	16.58656	0.66802
RandomSubSpaces			755.28809	27.48251	19.56407	0.51655
GaussianCurves			432.24251	20.79044	14.41741	0.72333
# Sampler used:	class gr.ntua.ece.cslab.panic.core.samplers.RandomSampler
# Date:	Fri Aug 01 15:38:57 EEST 2014
Model	MSE	Average	Deviation	R
Discretization			465.69665	21.58001	15.09828	0.70192
LinearRegression			872.47621	29.53771	19.79220	0.44154
MLPerceptron			187.37425	13.68847	11.10414	0.88007
LeastSquares			654.41934	25.58162	17.60111	0.58112
RBF			1107.26704	33.27562	22.55749	0.29126
IsoRegression			2232.34787	47.24773	34.47564	-0.42889
BagClassify			944.04678	30.72534	20.30627	0.39573
RandomSubSpaces			1079.81760	32.86058	22.58925	0.30883
GaussianCurves			531.89118	23.06277	15.00946	0.65955
