# Sampler used:	class gr.ntua.ece.cslab.panic.core.samplers.GreedyDimensionSampler
# Date:	Fri Aug 01 15:39:02 EEST 2014
Model	MSE	Average	Deviation	R
Discretization			694.61947	26.35563	18.94266	0.55539
LinearRegression			1092.98317	33.06030	26.65587	0.30040
MLPerceptron			129.05380	11.36018	9.52262	0.91739
LeastSquares			556.23693	23.58468	15.81409	0.64396
RBF			1114.86534	33.38960	26.40710	0.28639
IsoRegression			914.51455	30.24094	23.07059	0.41464
BagClassify			563.84839	23.74549	18.44986	0.63909
RandomSubSpaces			600.44505	24.50398	19.31279	0.61567
GaussianCurves			308.75975	17.57156	13.60707	0.80237
# Sampler used:	class gr.ntua.ece.cslab.panic.core.samplers.UniformSampler
# Date:	Fri Aug 01 15:39:03 EEST 2014
Model	MSE	Average	Deviation	R
Discretization			449.61970	21.20424	15.34830	0.71221
LinearRegression			823.65371	28.69937	20.58458	0.47279
MLPerceptron			128.16525	11.32101	9.64058	0.91796
LeastSquares			617.83217	24.85623	15.98092	0.60454
RBF			1052.84697	32.44760	22.91742	0.32609
IsoRegression			677.68422	26.03237	18.60647	0.56623
BagClassify			484.03808	22.00087	16.48545	0.69018
RandomSubSpaces			826.85380	28.75507	20.93019	0.47075
GaussianCurves			332.75037	18.24145	12.72574	0.78701
# Sampler used:	class gr.ntua.ece.cslab.panic.core.samplers.RandomSampler
# Date:	Fri Aug 01 15:39:03 EEST 2014
Model	MSE	Average	Deviation	R
Discretization			549.23086	23.43567	15.79896	0.64845
LinearRegression			863.55826	29.38636	19.73225	0.44725
MLPerceptron			132.83776	11.52553	9.08823	0.91497
LeastSquares			724.45722	26.91574	16.87305	0.53629
RBF			1094.82296	33.08811	22.43802	0.29922
IsoRegression			703.67124	26.52680	17.82086	0.54959
BagClassify			557.80309	23.61786	16.87287	0.64296
RandomSubSpaces			668.10372	25.84770	16.75609	0.57236
GaussianCurves			449.67145	21.20546	13.65793	0.71217
